original_id,pdf_page_start,pdf_page_end,decision,review_reason,study_card,prior_review_decision,related_objectives,technical_sources
A099,35,36,removed,Spill risk alone does not establish workstations over thin clients or other form factors.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A100,36,36,retained,Adapted and corrected. Dimming the display reduces a major power load. Turning off an unused radio can also save power; turning radios on does not.,A100,keep,5.4,https://support.apple.com/en-us/101575
A101,36,36,retained,"Adapted and corrected. The IP address identifies the printer, the mask defines its subnet, and the default gateway reaches other networks. A driver is installed on a client or server, not one of these IP values.",A101,rewrite,"2.4, 3.7",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-scopes
A102,36,37,retained,Scenario retained. Release/renew requests DHCP lease configuration. The client needs an address and network settings before it can communicate normally. DNS resolves names; DHCP supplies configuration. They perform different jobs even when one server runs both.,A102,keep,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
A103,37,37,removed,Rote methodology stage identification is outside current tested objectives.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A104,37,37,removed,Broadcast SSID without data does not prove reboot is the first remedy; check uplink and addressing.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A105,37,37,exact duplicate,Exact duplicate (ignoring punctuation/formatting) of A048.,A048,merge,3.7,https://download.brother.com/welcome/doc002441/hl5380dn_ukeng_usr_b.pdf
A106,37,38,retained,Adapted and corrected. Connect the printer to that PC by USB and enable authorized printer sharing. The setup depends on host availability; it does not sense whether the manager is physically present.,A106,rewrite,3.7,https://support.microsoft.com/en-US/Windows/hardware/printer/share-a-printer-as-a-network-printer
A107,38,38,retained,Adapted and corrected. An Ethernet switch uses its MAC table for Layer 2 forwarding. This differs from routing IP packets between networks.,A107,rewrite,"2.5, 2.4",https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
A108,38,38,retained,Adapted and corrected. DNS resolves the hostname. Test the hostname itself; ping does not accept a full UNC share path as a host name.,A108,rewrite,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-overview; https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-architecture
A109,38,38,retained,Adapted and corrected. A headset combines headphones and a microphone. A supported game controller provides game input without a keyboard.,A109,rewrite,"1.2, 2.6",https://csrc.nist.gov/glossary/term/internet_of_things
A110,38,39,retained,"Adapted and corrected. Channels 1, 6 and 11 are the conventional nonoverlapping set for this stated band and region.",A110,keep,"2.2, 5.5",https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
A111,39,39,retained,Adapted and corrected. Measured service records resource consumption so the provider can apply the contract's usage charges.,A111,merge,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
A112,39,39,retained,Adapted and corrected. A reservation associates a client identifier with a lease address. This differs from typing a manual static address on each device.,A112,rewrite,"2.4, 3.7",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-scopes
A113,39,39,exact duplicate,Exact duplicate (ignoring punctuation/formatting) of A013.,A013,merge,3.4,https://www.kingston.com/en/ssd/ssd-faq
A114,39,40,retained,"Scenario retained. USB-C connector is reversible; shape alone does not specify features or speed. USB 2.0 is up to 480 Mbps; USB 3.2 modes include 5, 10 and 20 Gbps. Mbps and Gbps mean millions and billions of bits per second. The slowest supported link capability limits operation.",A114,keep,3.2,https://www.usb.org/sites/default/files/usb_type-c_language_product_and_packaging_guidelines_20230320.pdf; https://www.usb.org/usb-32-0
A115,40,40,retained,Adapted and corrected. Host-only networking normally lacks an external route. Configure the appropriate virtual network and guest addressing; bridged mode does not inherently require a static IP.,A115,rewrite,4.1,https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/networkingdetails.html
A116,40,40,removed,Legacy parallel ATA bus-width trivia not included in current Core 1 hardware outline; omit low-value obsolete detail.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A117,40,41,retained,Adapted and corrected. A router joins IP networks. A combined home gateway may also contain an access point and modem.,A117,keep,2.5,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
A118,41,41,retained,Scenario retained. Install model/OS-compatible vendor driver; generic driver may lack needed support. A driver translates print jobs into a format the printer understands. PCL means Printer Command Language. Different operating systems may need different supported drivers or driverless printing support.,A118,keep,"3.7, 5.6",https://support.hp.com/ca-en/document/c03265802
A119,41,41,retained,Scenario retained. IPv4 link-local address commonly indicates no DHCP reply on an auto-configured client. APIPA means Automatic Private IP Addressing. It permits local-link communication without a DHCP lease. Routers do not forward it. Check the cable or Wi-Fi connection and DHCP service; it does not by itself prove the server is broken.,A119,keep,"2.6, 5.5",https://www.rfc-editor.org/rfc/rfc3927
A120,41,41,retained,Adapted and corrected. Clear the affected stuck job or queue using the authorized procedure. A successful internal page makes a blanket printer hardware replacement premature.,A120,rewrite,5.6,https://support.microsoft.com/en-us/windows/hardware/printer/troubleshooting-offline-printer-problems-in-windows
A121,41,41,removed,Warning message omitted; evidence does not select exactly two remedies.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A122,42,42,retained,Scenario retained. Check signal cable and connections before replacing display components. The display can have power while receiving no usable signal. Test with a known-good cable or source to narrow the fault. A no-signal message alone does not prove a failed GPU.,A122,keep,"3.1, 5.3",https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
A123,42,42,retained,Adapted and corrected. SMTP sends mail; IMAP reads it. Enable the required transport encryption rather than changing the mailbox retrieval protocol.,A123,rewrite,2.1,https://www.rfc-editor.org/rfc/rfc5321; https://www.rfc-editor.org/rfc/rfc8314
A124,42,42,retained,Adapted and corrected. Two DHCP services are supplying conflicting configurations. Identify and correct the unauthorized service rather than assuming DNS is the cause.,A124,rewrite,"2.4, 5.5",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
A125,42,42,retained,Adapted and corrected. Extended display mode enables the external screen as additional desktop space. Working USB ports alone would not prove video compatibility.,A125,keep,"5.3, 5.4",https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en; https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
A126,43,43,retained,"Adapted and corrected. Use a supported modern wireless security mode and strong passphrase, plus two-factor authentication for the cloud account. Original WPA is obsolete protection.",A126,rewrite,"1.2, 2.6",https://csrc.nist.gov/glossary/term/internet_of_things
A127,43,43,removed,Unrelated failures and insufficient evidence; key cannot justify capacitor and battery diagnoses.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A128,43,43,retained,Adapted and corrected. Leave the required address on the desktop and give the laptop a unique DHCP lease. Confirm the static address is excluded from the DHCP pool.,A128,rewrite,5.5,https://learn.microsoft.com/en-us/troubleshoot/windows-client/networking/tcpip-addressing-and-subnetting
A129,43,44,removed,Capacity need and growth are unspecified; cannot promise 3 TB lasts a year.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A130,44,44,retained,Adapted and corrected. The +5 V standby rail remains available for supported standby functions. A shut-down but plugged-in computer can still have energized circuits.,A130,keep,"3.6, 5.1",https://www.dell.com/support/manuals/en-in/latitude-5420-laptop/5420_sp14_sm/safety-precautions?guid=guid-30eeebf7-b61e-422e-bf3e-75335ec500e3&lang=en-us
A131,44,44,retained,"Scenario retained. USB can carry headset audio and microphone data. HDMI means High-Definition Multimedia Interface and can carry audio and video. The OS may still send sound to another output. A supported USB audio device is another sound interface, not a video-cable repair.",A131,keep,"3.2, 5.3",https://www.hdmi.org/spec/hdmi1_4b; https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
A132,44,44,retained,Adapted and corrected. Both 802.11a and 802.11ac use 5 GHz. The original single-answer key omitted ac; 802.11b and g use 2.4 GHz.,A132,rewrite,2.2,https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
A133,44,45,retained,Adapted and corrected. An SSD improves local storage access; a second monitor adds visual workspace. Neither substitutes for adequate processing resources.,A133,rewrite,"3.5, 5.1",https://www.intel.com/content/www/us/en/gaming/resources/what-is-bottlenecking-my-pc.html; https://www.intel.com/content/www/us/en/products/docs/processors/cpu-vs-gpu.html
A134,45,45,retained,"Adapted and corrected. A compatible docking station combines these connections. Verify that the host port, cable and dock support every required feature.",A134,keep,"1.2, 5.4",https://www.dell.com/support/kbdoc/en-us/000124295/guide-to-dell-docking-stations
A135,45,45,retained,Adapted and corrected. Low free space and storage activity deserve inspection. The normal readings do not prove storage is healthy or justify leaving protection disabled.,A135,rewrite,5.2,https://support.microsoft.com/en-us/windows/free-up-drive-space-in-windows-85529ccb-c365-490d-b548-831022bc9b32
A136,45,45,retained,"Scenario retained. Drop while plugged in can damage charging connector or board; inspect safely. Test a compatible known-good cable and charger. Follow approved cleaning instructions; do not force metal objects into the port. A damaged port may need service, but the symptom alone does not identify the failed part.",A136,keep,5.4,https://support.apple.com/en-us/108805
A137,45,46,retained,Scenario retained. Wireless success with known-good wired charger points to wired charging path; inspect debris/damage safely.,A137,keep,5.4,https://support.apple.com/en-us/108805
A138,46,46,removed,Corrupted stem does not establish intended activity-tracking requirement.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
A139,46,46,retained,Adapted and corrected. The stated power deficit supports an inadequate PSU. GPU load alone would not rule out overheating or other faults.,A139,rewrite,3.6,https://www.corsair.com/ww/en/p/psu/cp-9020170-na/vs-series-vs450-450-watt-80-plus-white-certified-psu-cp-9020170-na; https://help.corsair.com/hc/en-us/articles/14641912717453-PSU-Efficiency-Ratings-Explained
A140,46,46,retained,Adapted and corrected. POST codes vary by model. Interpret the observed pattern before choosing a replacement component.,A140,rewrite,5.1,https://www.dell.com/support/kbdoc/en-ca/000126068/how-to-diagnose-and-resolve-common-memory-issues-on-a-dell-desktop-pc
