card_id,topic,question,options,correct_letters,answer,explanation,related_objectives,source_question_ids,sources
A072,Printers,"A laser printer produces repeated ghost images. The manufacturer's defect-spacing guide identifies the fuser, and its maintenance interval is overdue. Which component should be serviced?","A. Separation pad
B. Transfer roller
C. Ink cartridge
D. Fuser",D,D. Fuser,The model-specific diagnostic evidence identifies the fuser. Ghosting alone can also involve other imaging components.,5.6,A072,https://support.hp.com/ca-en/document/ish_6747730-6747774-16
A073,Networking,How do an ordinary Ethernet hub and a switch handle a unicast frame whose destination is already in the switch's MAC table?,"A. The switch forwards it to the learned destination port; the hub repeats the signal to its other ports
B. The switch compresses it; the hub does not
C. The switch always floods every frame to every port
D. The switch encrypts every frame automatically",A,A. The switch forwards it to the learned destination port; the hub repeats the signal to its other ports,The qualification 'known destination' matters. Switches still flood broadcasts and unknown unicast frames within the applicable VLAN.,"2.5, 2.4",A073,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
A074,Mobile devices,"A phone becomes abnormally hot while charging, loses capacity rapidly, and its battery-health test reports a battery fault. Which component is implicated?","A. Broken charging port
B. Digitizer failure
C. CPU overheating
D. Defective battery",D,D. Defective battery,The battery-health result supplies direct evidence. Stop charging and arrange safe service; heat or slowness alone would not identify the part.,5.4,A074,https://www.dell.com/support/kbdoc/en-us/000128491/swollen-battery-information-and-guidance
A075,Mobile devices,A remote user reports connectivity issues with the local internet provider. Even after a technician reboots the modem supplied by the ISP. the issue persists. Which of the following would BEST establish the connection in minimal time?,"A. Radio frequency ISP
B. Neighbor's Wi-Fi
C. Mobile hotspot
D. Fiber optic",C,C. Mobile hotspot,"Authorized cellular hotspot can provide temporary connectivity where coverage permits. A hotspot commonly shares cellular service over Wi-Fi; tethering is the broader sharing idea. A compatible cellular modem is another option. Carrier plans, coverage and data allowances still apply.",1.3,A075,https://support.apple.com/en-us/111785
A076,Computer hardware,"A technician is upgrading a faulty motherboard that was ordered by an end user for an old, high-end desktop computer. However, the technician is unable to install the CPU into the socket. Upon closer inspection, the technician notices the pins on the CPU do not line up with the socket. Which of the following would be the best course of action for the technician to take NEXT?","A. Try to set as many pins as possible.
B. Install an adaptor to create a universal socket.
C. Verify the socket type and manufacturer.
D. Find a compatible motherboard for the CPU.",C,C. Verify the socket type and manufacturer.,"Verify CPU socket, chipset and firmware support; never force a CPU. A socket is the physical CPU connection. Check the motherboard's supported CPU list and required firmware version. Avoid forcing a processor or relying only on a family name such as Core i7.",3.5,A076,https://www.intel.com/content/www/us/en/support/articles/000027816/processors/intel-core-processors.html
A077,Printers,"A direct-thermal receipt printer produces overly dark receipts on approved media. The head is clean, but its heat/density setting exceeds the media specification. Which adjustment fits?","A. The ribbon is jammed and is rubbing on the paper. Clear the b ad ribbon and feed it through properly.
B. The printhead is too hot. Adjust the temperature down and ret ry printing.
C. The printer is loaded with the wrong type of paper. Replace the receipt paper with carbon paper.
D. The blue ink cartridge was loaded with black ink. Put in the correct ink and clean the printhead.",B,B. The printhead is too hot. Adjust the temperature down and ret ry printing.,Excess heat darkens heat-sensitive media. Use the approved setting; this printer does not use an ink cartridge or ink ribbon.,3.8,A077,https://prod-www.zebra.com/us/en/resource-library/faq/difference-between-direct-thermal-and-thermal-transfer-printing.html
A080,Networking,A copper Ethernet patch cord fails when its damaged modular plug moves. Which two items are needed to replace a plug designed for crimp termination? (Select TWO.),"A. Scissors
B. Network tap
C. Magnetized screwdriver
D. Tone generator
E. RJ45 connector
F. Crimper","E,F",E. RJ45 connector; F. Crimper,Use a compatible RJ45-style plug and the correct crimper. A wall jack may instead use a punchdown or tool-less termination.,"2.8, 3.2",A080,https://data.kleintools.com/sites/kleintools/files/tool-catalog/82820_TelecomCatalog.pdf
A081,Networking,Which of the following describes the main difference between T568Aand T568B cabling standards?,"A. The T568B data transfer rate is higher than T568A.
B. The green and the orange cables are interchanged.
C. T568A is used in blue cables, and T568B is used in green cabl es.
D. The standards use different cable connectors.",B,B. The green and the orange cables are interchanged.,"T568A and T568B swap orange and green pair positions, not throughput. A straight-through cable uses the same scheme at both ends. A and B swap the orange and green pair positions. Keep each pair correctly twisted and follow the connector's wiring guide.",3.2,A081,https://www.flukenetworks.com/blog/cabling-chronicles/wire-map-testing-it-s-not-all-about-color
A082,Computer hardware,A desktop repeatedly loses its date and time after it is unplugged. Diagnostics report a weak replaceable RTC coin-cell battery. Which action fits?,"A. Change the motherboard.
B. Reseat the motherboard power connections.
C. Replace the CMOS battery.
D. Restore the BIOS to factory default settings.",C,C. Replace the CMOS battery.,The backup battery maintains the real-time clock without external power. Follow the model's replacement procedure.,"3.5, 5.1",A082,https://i.dell.com/sites/csdocuments/Business_solutions_engineering-Docs_Documents/en/r815-tech-guide.pdf
A083,Networking,Which listed device normally routes between separate IP networks and does not forward ordinary Layer 2 broadcasts between them?,"A. An unmanaged switch with one VLAN
B. A wireless access point bridging one LAN
C. A router
D. A hub",C,C. A router,"Routing separates networks. A managed switch can also create broadcast domains with VLANs, so 'switches never separate broadcasts' would be wrong.","2.5, 2.4",A083,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
A084,Networking,A smartphone shares a short-range Bluetooth network connection with a nearby laptop. What network category best describes this personal-device link?,"A. PAN
B. MAN
C. WLAN
D. LAN",A,A. PAN,A Personal Area Network connects a person's nearby devices. A cable used only for charging would not create a network.,2.7,A084,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html; https://www.ibm.com/think/topics/block-storage
A085,Printers,"A fast-food restaurant has been using a printer to create sales receipts on a PoS kiosk. The restaurant recently purchased a new brand of receipt paper rolls. After installing one of the new rolls, the printer outputs blank paper. Which of the following is the MOST likely cause of the issue?","A. The ink cartridge is empty.
B. The pickup rollers are dirty.
C. The transfer belt is defective.
D. Non-thermal paper is installed.",D,D. Non-thermal paper is installed.,"Direct thermal printing needs compatible heat-sensitive paper with correct orientation. A direct thermal printer does not require an ink ribbon. Wrong media, heat settings or a dirty head can affect output. Choose the method and approved media for the label's required durability.",3.8,A085,https://prod-www.zebra.com/us/en/resource-library/faq/difference-between-direct-thermal-and-thermal-transfer-printing.html
